element,image
9_63_9_1,4_66_11_0
9_63_10_0,4_66_12_1
9_63_10_2,4_66_12_0
9_63_11_0,4_66_13_3 + 4_66_13_1
9_63_11_1,4_66_13_1
9_63_11_2,4_66_13_2 + 4_66_13_0
9_63_11_3,4_66_13_0
9_63_11_4,4_66_13_0
9_64_6_0,4_67_8_0
9_64_6_1,4_67_8_1
9_64_8,4_67_10
9_64_9,4_67_11
9_64_10_0,4_67_12_0
9_64_10_1,4_67_12_1
9_65_6,4_68_8_0
9_65_7_0,4_68_9_0
9_65_9_1,4_68_11_0
9_66_6,4_69_8_0
9_66_7_0,4_69_9_0
9_66_7_1,4_69_9_1
9_66_8_1,4_69_10_2
9_66_8_2,4_69_10_0 + 4_69_10_1
9_66_8_3,4_69_10_0
9_67_7_1,4_70_9_2 + 4_70_9_1 + 4_70_9_3
9_67_7_2,4_70_9_2 + 4_70_9_1
9_67_7_3,4_70_9_1
9_67_7_4,4_70_9_0
9_68_5,4_71_7_0
9_68_6_0,4_71_8_1
9_68_6_2,4_71_8_0
11_0_0,5_4_2
11_1_1,5_5_3
11_7_1,5_11_3
11_8_2,5_12_4
11_8_3,5_12_5
11_9_5,5_13_7
11_10_2,5_14_4
11_14_4,5_18_6
11_15_5_0,5_19_7
11_15_5_1,5_19_7
11_16_7,5_20_9
11_17_9,5_21_11
11_20_4,5_24_6
11_22_4_0,5_26_6_0
11_22_8,5_26_10
11_23_3,5_27_5
11_23_4,5_27_6
11_23_9_0,5_27_11
11_23_9_1,5_27_11
11_24_4,5_28_6
11_24_11,5_28_13
11_25_3,5_29_5
11_25_5_0,5_29_7_0
11_25_13,5_29_15
11_26_4,5_30_6
11_27_5,5_31_7
11_29_4,5_33_6
11_30_5,5_34_7
11_30_12,5_34_14
11_31_13_0,5_35_15
11_31_13_1,5_35_15
11_32_4,5_36_6
11_32_6,5_36_8
11_32_15,5_36_17
11_33_17,5_37_19
11_36_6,5_40_8
11_37_7_1,5_41_9
11_38_6_0,5_42_8_0
11_38_6_2,5_42_8_0 + 5_42_8_1
11_38_16,5_42_18
11_39_5,5_43_7
11_39_9_1,5_43_11
11_39_17_0,5_43_19
11_39_17_1,5_43_19
11_40_10,5_44_12
11_40_19,5_44_21
11_41_7,5_45_9
11_41_21,5_45_23
11_42_6,5_46_8
11_42_7_0,5_46_9
11_42_7_1,5_46_9
11_42_8_0,5_46_10
11_42_8_1,5_46_10
11_43_7,5_47_9
11_46_7,5_50_9_0
11_46_20,5_50_22
11_47_8_2,5_51_10
11_47_9,5_51_11
11_47_13_1,5_51_15
11_47_21_0,5_51_23
11_47_21_1,5_51_23
11_48_8_0,5_52_10_0
11_48_14,5_52_16
11_48_23,5_52_25
11_51_5,5_55_7_0
11_52_7_2,5_56_9_0
11_52_10_0,5_56_12_0
11_53_5_0,5_57_7_0
11_53_6_2,5_57_8_0
11_53_8_3,5_57_10_0
11_53_9_0,5_57_11_1
11_53_9_2,5_57_11_0
11_54_4,5_58_6
11_54_5,5_58_7_0
11_54_6_1,5_58_8_1
11_54_6_2,5_58_8_0
11_54_8,5_58_10_0
11_54_9,5_58_11_0
11_54_11,5_58_13
11_55_5_0,5_59_7_0
11_55_7_3,5_59_9_0
11_55_8_0,5_59_10_0
11_55_17_1,5_59_19
11_56_5_1,5_60_7_0
11_56_6_0,5_60_8_0
11_56_6_1,5_60_8_0
11_56_6_3,5_60_8_0
11_56_8_1,5_60_10
11_56_10_1,5_60_12
11_57_5_0,5_61_7_0
11_57_5_1,5_61_7_0
11_57_7_1,5_61_9
11_57_11_0,5_61_13_0
11_58_6_0,5_62_8_0
11_58_10_2,5_62_12_0
11_59_5,5_63_7_0
11_59_6_0,5_63_8_0
11_59_6_1,5_63_8_0
11_59_9_0,5_63_11_0
11_59_10,5_63_12_0
11_60_6_1,5_64_8_1
11_60_6_2,5_64_8_0
11_60_7_1,5_64_9_1
11_60_7_2,5_64_9_0
11_60_9_0,5_64_11_0
11_61_5,5_65_7
11_61_8_2,5_65_10
11_61_10_0,5_65_12_0
11_61_11_1,5_65_13
11_62_10_0,5_66_12
11_62_10_1,5_66_12
11_64_8_2,5_68_10_0
11_65_7_0,5_69_9_0
11_66_6,5_70_8_0
11_66_7_1,5_70_9_0
11_66_7_2,5_70_9_1
11_68_5,5_72_7_0
13_0_0,6_5_2
13_0_1,6_5_3
13_0_2,6_5_4
13_0_3,6_5_5
13_0_4,6_5_6
13_0_5,6_5_7
13_0_6,6_5_8
13_0_7,6_5_9
13_0_8,6_5_10
13_0_9,6_5_11
13_0_10,6_5_12
13_0_11,6_5_13
13_0_12,6_5_14
13_0_13,6_5_15
13_0_14,6_5_16
13_0_15,6_5_17
13_0_16,6_5_18
13_0_17,6_5_19
13_0_18,6_5_20
13_0_19,6_5_21
13_0_20,6_5_22
13_0_21,6_5_23
13_0_22,6_5_24
13_0_23,6_5_25
13_0_24,6_5_26
13_3_1,6_8_3_0
13_3_2,6_8_4
13_6_2,6_11_4
13_7_1,6_12_3
13_7_2,6_12_4
13_7_3,6_12_5
13_7_4,6_12_6
13_11_5,6_16_7_0
13_11_6,6_16_8
13_12_2,6_17_4
13_13_3,6_18_5_0
13_14_2,6_19_4
13_14_4,6_19_6
13_14_5,6_19_7
13_14_6,6_19_8
13_15_4,6_20_6_0
13_15_5_1,6_20_7
13_15_6,6_20_8
13_15_7,6_20_9
13_15_8,6_20_10
13_17_4,6_22_6_0
13_17_5,6_22_7_0
13_17_6,6_22_8
13_18_2,6_23_4_0
13_18_3_0,6_23_5_1 + 6_23_5_0
13_18_3_1,6_23_5_0
13_18_4_0,6_23_6_1 + 6_23_6_0
13_18_4_1,6_23_6_0
13_18_5_0,6_23_7
13_19_3_0,6_24_5_0
13_19_4,6_24_6
13_19_9,6_24_11_0
13_19_10,6_24_12
13_20_4_1,6_25_6_0
13_20_5_0,6_25_7_1
13_20_5_1,6_25_7_0
13_20_6_0,6_25_8
13_21_3,6_26_5_0
13_21_4,6_26_6_0
13_21_5_0,6_26_7
13_21_6,6_26_8_0
13_21_7,6_26_9_0
13_22_4_0,6_27_6
13_22_5,6_27_7_0
13_22_6,6_27_8_0
13_22_8,6_27_10
13_22_9,6_27_11
13_22_10,6_27_12
13_23_3,6_28_5
13_23_5,6_28_7_0
13_23_8,6_28_10_0
13_23_9_1,6_28_11
13_23_10,6_28_12
13_23_11,6_28_13
13_23_12,6_28_14
13_24_5_0,6_29_7_0
13_25_3,6_30_5_0
13_25_4,6_30_6
13_25_8,6_30_10_0
13_25_9,6_30_11_0
13_25_10,6_30_12
13_26_4,6_31_6_0
13_26_6_0,6_31_8_0
13_26_7_0,6_31_9_1
13_26_7_1,6_31_9_0
13_26_8_0,6_31_10_1 + 6_31_10_0
13_26_8_1,6_31_10_0
13_26_9_0,6_31_11
13_27_3,6_32_5_0
13_27_5,6_32_7_0
13_27_7,6_32_9_0
13_27_8,6_32_10
13_27_13,6_32_15_0
13_27_14,6_32_16
13_28_4,6_33_6
13_28_8,6_33_10_0
13_28_9_0,6_33_11_1
13_28_9_1,6_33_11_0
13_28_10_0,6_33_12
13_29_4,6_34_6_0
13_29_5,6_34_7
13_29_7,6_34_9_0
13_29_8_0,6_34_10_1 + 6_34_10_0
13_29_8_1,6_34_10_0
13_29_9_0,6_34_11
13_29_10,6_34_12_0
13_29_11,6_34_13_0
13_30_5,6_35_7
13_30_6,6_35_8_0
13_30_7,6_35_9_0
13_30_8,6_35_10
13_30_9,6_35_11_0
13_30_10,6_35_12_0
13_30_12,6_35_14
13_30_13,6_35_15
13_30_14,6_35_16
13_31_8,6_36_10_0
13_31_9,6_36_11_0
13_31_12,6_36_14_0
13_31_13_1,6_36_15
13_31_14,6_36_16
13_31_15,6_36_17
13_31_16,6_36_18
13_32_7_0,6_37_9_1
13_32_7_1,6_37_9_0
13_32_8_0,6_37_10_1 + 6_37_10_0
13_32_8_1,6_37_10_0
13_32_9_0,6_37_11
13_33_4,6_38_6_0
13_33_5_0,6_38_7_0
13_33_6_0,6_38_8_0
13_33_6_1,6_38_8_1 + 6_38_8_0
13_33_7_0,6_38_9_0
13_33_8,6_38_10
13_33_12,6_38_14_0
13_33_13,6_38_15_0
13_33_14,6_38_16
13_34_5_0,6_39_7_0
13_34_5_1,6_39_7_0
13_34_8,6_39_10_0
13_34_9,6_39_11_0
13_34_10_0,6_39_12_0
13_34_11_0,6_39_13_1
13_34_11_1,6_39_13_0
13_34_12_0,6_39_14_1 + 6_39_14_0
13_34_12_1,6_39_14_0
13_34_13_0,6_39_15
13_35_6,6_40_8_0
13_35_7_0,6_40_9_1
13_35_7_1,6_40_9_0
13_35_8_0,6_40_10_1 + 6_40_10_0
13_35_8_1,6_40_10_0
13_35_9_0,6_40_11
13_35_11,6_40_13_0
13_35_12,6_40_14
13_35_17,6_40_19_0
13_35_18,6_40_20
13_36_5,6_41_7
13_36_7,6_41_9
13_36_8,6_41_10_0
13_36_12,6_41_14_0
13_36_13_0,6_41_15_1
13_36_13_1,6_41_15_0
13_36_14_0,6_41_16
13_37_7_2,6_42_9_0
13_37_8_0,6_42_10_0
13_37_8_1,6_42_10_1
13_37_9,6_42_11_0
13_37_11,6_42_13_0
13_37_12_0,6_42_14_1 + 6_42_14_0
13_37_12_1,6_42_14_0
13_37_13_0,6_42_15
13_37_14,6_42_16_0
13_37_15,6_42_17_0
13_38_4,6_43_6
13_38_6_0,6_43_8_0
13_38_6_2,6_43_8_1
13_38_7_0,6_43_9_1 + 6_43_9_0
13_38_7_1,6_43_9_0
13_38_8_0,6_43_10_1 + 6_43_10_0
13_38_8_1,6_43_10_0
13_38_9_0,6_43_11
13_38_10,6_43_12_0
13_38_11,6_43_13_0
13_38_12,6_43_14
13_38_13,6_43_15_0
13_38_14,6_43_16_0
13_38_16,6_43_18
13_38_17,6_43_19
13_38_18,6_43_20
13_39_5,6_44_7
13_39_8,6_44_10_0
13_39_9,6_44_11
13_39_12,6_44_14_0
13_39_13,6_44_15_0
13_39_16,6_44_18_0
13_39_17_1,6_44_19
13_39_18,6_44_20
13_39_19,6_44_21
13_39_20,6_44_22
13_40_4,6_45_6
13_40_5,6_45_7
13_40_8,6_45_10
13_40_11_0,6_45_13_1
13_40_11_1,6_45_13_0
13_40_12_0,6_45_14_1 + 6_45_14_0
13_40_12_1,6_45_14_0
13_40_13_0,6_45_15
13_41_3,6_46_5
13_41_4,6_46_6
13_41_5_0,6_46_7
13_41_7,6_46_9
13_41_8,6_46_10
13_41_9,6_46_11_0
13_41_10_0,6_46_12_1 + 6_46_12_0
13_41_10_1,6_46_12_0
13_41_11_0,6_46_13_0
13_41_12,6_46_14
13_41_16,6_46_18_0
13_41_17,6_46_19_0
13_41_18,6_46_20
13_42_4,6_47_6
13_42_6,6_47_8_0
13_42_7,6_47_9
13_42_8_0,6_47_10_0
13_42_9,6_47_11
13_42_12,6_47_14_0
13_42_13,6_47_15_0
13_42_14_0,6_47_16_0
13_42_15_0,6_47_17_1
13_42_15_1,6_47_17_0
13_42_16_0,6_47_18_1 + 6_47_18_0
13_42_16_1,6_47_18_0
13_42_17_0,6_47_19
13_43_7_1,6_48_9_0
13_43_11_0,6_48_13_1
13_43_11_1,6_48_13_0
13_43_12_0,6_48_14_1 + 6_48_14_0
13_43_12_1,6_48_14_0
13_43_13_0,6_48_15
13_43_15,6_48_17_0
13_43_16,6_48_18
13_43_21,6_48_23_0
13_43_22,6_48_24
13_44_5,6_49_7
13_44_6,6_49_8
13_44_8,6_49_10_0
13_44_10_0,6_49_12_1
13_44_10_1,6_49_12_0
13_44_11,6_49_13
13_44_12,6_49_14_0
13_44_16,6_49_18_0
13_44_17_0,6_49_19_1
13_44_17_1,6_49_19_0
13_44_18_0,6_49_20
13_45_6,6_50_8
13_45_7,6_50_9
13_45_9_0,6_50_11_1 + 6_50_11_0
13_45_9_1,6_50_11_0
13_45_10,6_50_12
13_45_11,6_50_13_0
13_45_12_0,6_50_14_1 + 6_50_14_0
13_45_12_1,6_50_14_0
13_45_13,6_50_15_0
13_45_15,6_50_17_0
13_45_16_0,6_50_18_1 + 6_50_18_0
13_45_16_1,6_50_18_0
13_45_17_0,6_50_19
13_45_18,6_50_20_0
13_45_19,6_50_21_0
13_46_8_0,6_51_10
13_46_9,6_51_11
13_46_10,6_51_12_0
13_46_11_0,6_51_13_2
13_46_11_1,6_51_13_1 + 6_51_13_0
13_46_11_2,6_51_13_0
13_46_12_0,6_51_14_1 + 6_51_14_0
13_46_12_1,6_51_14_0
13_46_13_0,6_51_15
13_46_14,6_51_16_0
13_46_15,6_51_17_0
13_46_16,6_51_18
13_46_17,6_51_19_0
13_46_18,6_51_20_0
13_46_20,6_51_22
13_46_21,6_51_23
13_46_22,6_51_24
13_47_5,6_52_7
13_47_7_0,6_52_9_0
13_47_10_0,6_52_12_1
13_47_10_1,6_52_12_0
13_47_11,6_52_13
13_47_12,6_52_14_0
13_47_13,6_52_15
13_47_16,6_52_18_0
13_47_17,6_52_19_0
13_47_20,6_52_22_0
13_47_21_1,6_52_23
13_47_22,6_52_24
13_47_23,6_52_25
13_47_24,6_52_26
13_48_5,6_53_7_0
13_48_6_0,6_53_8_1 + 6_53_8_0
13_48_6_1,6_53_8_0
13_48_7_1,6_53_9_0
13_48_7_2,6_53_9_0
13_48_8_2,6_53_10_0
13_48_9_0,6_53_11_0
13_48_12,6_53_14
13_48_15_0,6_53_17_1
13_48_15_1,6_53_17_0
13_48_16_0,6_53_18_1 + 6_53_18_0
13_48_16_1,6_53_18_0
13_48_17_0,6_53_19
13_49_4,6_54_6_0
13_49_5_0,6_54_7_1 + 6_54_7_0
13_49_5_1,6_54_7_2 + 6_54_7_0
13_49_5_2,6_54_7_0
13_49_6_0,6_54_8
13_49_7_1,6_54_9_0
13_49_8_1,6_54_10_0
13_49_11_0,6_54_13_1 + 6_54_13_0
13_49_11_1,6_54_13_0
13_49_12,6_54_14
13_49_13,6_54_15_0
13_49_14_0,6_54_16_1 + 6_54_16_0
13_49_14_1,6_54_16_0
13_49_15_0,6_54_17_0
13_49_16,6_54_18
13_49_20,6_54_22_0
13_49_21,6_54_23_0
13_49_22,6_54_24
13_50_4_0,6_55_6_0
13_50_5,6_55_7_0
13_50_6_0,6_55_8_0
13_50_6_1,6_55_8_1 + 6_55_8_0
13_50_8,6_55_10_0
13_50_10_0,6_55_12_1
13_50_10_1,6_55_12_1 + 6_55_12_2 + 6_55_12_0
13_50_10_2,6_55_12_0
13_50_11,6_55_13
13_50_12,6_55_14_0
13_50_13,6_55_15
13_50_16,6_55_18_0
13_50_17,6_55_19_0
13_50_18_0,6_55_20_0
13_50_19_0,6_55_21_1
13_50_19_1,6_55_21_0
13_50_20_0,6_55_22_1 + 6_55_22_0
13_50_20_1,6_55_22_0
13_50_21_0,6_55_23
13_51_5_1,6_56_7_2 + 6_56_7_1 + 6_56_7_0
13_51_5_2,6_56_7_1
13_51_5_3,6_56_7_0
13_51_6_0,6_56_8_2
13_51_6_1,6_56_8_1
13_51_6_2,6_56_8_0
13_51_7_0,6_56_9_0
13_51_8_1,6_56_10_0
13_51_9_0,6_56_11_0
13_51_11,6_56_13_0
13_51_12,6_56_14
13_51_15_0,6_56_17_1
13_51_15_1,6_56_17_0
13_51_16_0,6_56_18_1 + 6_56_18_0
13_51_16_1,6_56_18_0
13_51_17_0,6_56_19
13_51_19,6_56_21_0
13_51_20,6_56_22
13_52_4,6_57_6_0
13_52_5_0,6_57_7_1
13_52_5_1,6_57_7_2 + 6_57_7_0
13_52_5_2,6_57_7_0
13_52_6_0,6_57_8_1 + 6_57_8_0
13_52_6_1,6_57_8_0
13_52_7_0,6_57_9_0
13_52_7_1,6_57_9_2
13_52_7_2,6_57_9_1
13_52_8_0,6_57_10_1
13_52_8_1,6_57_10_0
13_52_9_1,6_57_11_0
13_52_10_1,6_57_12_0
13_52_11_0,6_57_13_1
13_52_11_1,6_57_13_0
13_52_12,6_57_14
13_52_14_0,6_57_16_1
13_52_14_1,6_57_16_0
13_52_15,6_57_17
13_52_16,6_57_18_0
13_52_20,6_57_22_0
13_53_5_0,6_58_7_1
13_53_5_1,6_58_7_0
13_53_6_0,6_58_8_0
13_53_6_1,6_58_8_2
13_53_6_2,6_58_8_1
13_53_7_0,6_58_9_1
13_53_7_1,6_58_9_0
13_53_8_2,6_58_10_0
13_53_9_1,6_58_11_0
13_53_10_0,6_58_12_0
13_53_13_0,6_58_15_0
13_53_13_1,6_58_15_1
13_53_14,6_58_16
13_53_15,6_58_17_0
13_53_16_0,6_58_18_0
13_53_16_1,6_58_18_1
13_53_17,6_58_19_0
13_53_19,6_58_21_0
13_54_4,6_59_6_0
13_54_6_0,6_59_8_1
13_54_6_1,6_59_8_0
13_54_9_1,6_59_11_0
13_54_12_0,6_59_14_0
13_54_12_1,6_59_14_1
13_54_13,6_59_15
13_54_14,6_59_16_0
13_54_15_0,6_59_17_2
13_54_15_1,6_59_17_0
13_54_15_2,6_59_17_1
13_54_16_0,6_59_18_1 + 6_59_18_0
13_54_16_1,6_59_18_0
13_54_17_0,6_59_19
13_54_18,6_59_20_0
13_55_6_0,6_60_8_2
13_55_6_1,6_60_8_0
13_55_6_2,6_60_8_1
13_55_7_0,6_60_9_1
13_55_7_1,6_60_9_0
13_55_11_0,6_60_13_1
13_55_11_1,6_60_13_0
13_55_14_0,6_60_16_1
13_55_14_1,6_60_16_0
13_55_15,6_60_17
13_55_16,6_60_18_0
13_55_17,6_60_19
13_56_4,6_61_6
13_56_5_0,6_61_7_0
13_56_5_1,6_61_7_2 + 6_61_7_1 + 6_61_7_0
13_56_5_2,6_61_7_1
13_56_6_0,6_61_8_2
13_56_6_1,6_61_8_0
13_56_6_3,6_61_8_1 + 6_61_8_0
13_56_6_4,6_61_8_0
13_56_7_1,6_61_9
13_56_8_0,6_61_10_1
13_56_8_1,6_61_10_0
13_56_10_0,6_61_12_1
13_56_10_2,6_61_12_0
13_56_11,6_61_13_0
13_56_12,6_61_14_0
13_56_13_0,6_61_15_1
13_56_13_2,6_61_15_0
13_56_16,6_61_18
13_57_5_0,6_62_7
13_57_5_1,6_62_7
13_57_6,6_62_8_0
13_57_7_0,6_62_9_0
13_57_7_1,6_62_9_1 + 6_62_9_0
13_57_7_2,6_62_9_2 + 6_62_9_0
13_57_8_0,6_62_10_1
13_57_8_1,6_62_10_2
13_57_8_2,6_62_10_0
13_57_9_0,6_62_11_1 + 6_62_11_0
13_57_9_1,6_62_11_0
13_57_9_2,6_62_11_2
13_57_10_0,6_62_12_0
13_57_12_0,6_62_14_1
13_57_12_1,6_62_14_0
13_57_15_0,6_62_17_1 + 6_62_17_0
13_57_15_1,6_62_17_0
13_58_6_0,6_63_8_2
13_58_6_1,6_63_8_0
13_58_6_2,6_63_8_0 + 6_63_8_1
13_58_7,6_63_9_0
13_58_8_0,6_63_10_0
13_58_8_1,6_63_10_1
13_58_9_0,6_63_11_0
13_58_9_1,6_63_11_1
13_58_11,6_63_13_0
13_58_14_0,6_63_16_1
13_58_14_1,6_63_16_1 + 6_63_16_2 + 6_63_16_0
13_58_14_2,6_63_16_0
13_59_6,6_64_8_0
13_59_7_0,6_64_9_0
13_59_7_1,6_64_9_0 + 6_64_9_2
13_59_7_2,6_64_9_1
13_59_8_0,6_64_10_0
13_59_10_0,6_64_12_1
13_59_10_1,6_64_12_0
13_59_11,6_64_13_0
13_59_13_0,6_64_15_1
13_59_13_1,6_64_15_0
13_60_6_0,6_65_8_0
13_60_7_0,6_65_9_1
13_60_7_1,6_65_9_0
13_60_8,6_65_10
13_60_9_0,6_65_11_0
13_60_9_1,6_65_11_0
13_60_10,6_65_12_0
13_60_11_1,6_65_13_0
13_60_12_0,6_65_14_2
13_60_12_1,6_65_14_0
13_60_12_2,6_65_14_1
13_61_5,6_66_7_0
13_61_7_2,6_66_9_0
13_61_8_0,6_66_10_0
13_61_9,6_66_11_0
13_61_11_0,6_66_13_1
13_61_11_2,6_66_13_0
13_62_6_0,6_67_8_0
13_62_7_0,6_67_9_0 + 6_67_9_1
13_62_7_1,6_67_9_0
13_62_10_0,6_67_12_1
13_62_10_2,6_67_12_0
13_63_6_0,6_68_8_0
13_63_6_1,6_68_8_1
13_63_7_1,6_68_9_0
13_63_8_0,6_68_10_1 + 6_68_10_0
13_63_8_1,6_68_10_0
13_63_9_0,6_68_11_1
13_63_9_1,6_68_11_2 + 6_68_11_1 + 6_68_11_0
13_63_9_2,6_68_11_0
13_63_9_3,6_68_11_1
13_64_5_0,6_69_7_1
13_64_5_1,6_69_7_0
13_64_6_1,6_69_8_2 + 6_69_8_1
13_64_6_2,6_69_8_1
13_64_6_3,6_69_8_0
13_64_6_4,6_69_8_0
13_64_7_1,6_69_9_0 + 6_69_9_1
13_64_7_3,6_69_9_0
13_64_8_0,6_69_10_0
13_64_8_3,6_69_10_1
13_65_5_0,6_70_7_0
13_65_6_0,6_70_8_0
13_65_7_0,6_70_9_1
13_65_7_1,6_70_9_0
13_65_7_3,6_70_9_2
17_0_0,8_7_2_1
17_0_1,8_7_3_1
17_0_2,8_7_4_1
17_0_3,8_7_5
17_0_4,8_7_6
17_0_5,8_7_7
17_0_6,8_7_8
17_0_7,8_7_9
17_0_8,8_7_10
17_0_9,8_7_11
17_0_10,8_7_12
17_0_11,8_7_13
17_0_12,8_7_14
17_0_13,8_7_15
17_0_14,8_7_16
17_0_15,8_7_17
17_0_16,8_7_18
17_0_17,8_7_19
17_0_18,8_7_20
17_0_19,8_7_21
17_0_20,8_7_22
17_0_21,8_7_23
17_0_22,8_7_24
17_0_23,8_7_25
17_0_24,8_7_26
17_1_1,8_8_3_0
17_2_2,8_9_4_0
17_3_1,8_10_3_0
17_3_2,8_10_4_0
17_3_3,8_10_5
17_6_2,8_13_4
17_7_1,8_14_3_0
17_7_2,8_14_4_0
17_7_3,8_14_5_0
17_8_2,8_15_4_0
17_8_3,8_15_5_0
17_9_4,8_16_6_0
17_9_5,8_16_7_0
17_10_6,8_17_8_0
17_11_5,8_18_7_0
17_11_6,8_18_8_0
17_11_7,8_18_9
17_14_2,8_21_4
17_14_4,8_21_6_0
17_14_5,8_21_7_0
17_14_6,8_21_8
17_15_1,8_22_3
17_15_2,8_22_4_0
17_15_3,8_22_5_0
17_15_4,8_22_6_0
17_15_5_0,8_22_7_0
17_15_5_1,8_22_7_1
17_15_6,8_22_8_0
17_15_7,8_22_9_0
17_16_2_0,8_23_4_1 + 8_23_4_0
17_16_2_1,8_23_4_0
17_16_6,8_23_8_0
17_16_7,8_23_9_0
17_17_3_0,8_24_5_1 + 8_24_5_0
17_17_3_1,8_24_5_0
17_17_4,8_24_6_0
17_17_5,8_24_7_0
17_17_6,8_24_8_0
17_17_8,8_24_10_0
17_17_9,8_24_11_0
17_18_2_0,8_25_4_1 + 8_25_4_0
17_18_2_1,8_25_4_0
17_18_3_0,8_25_5_1 + 8_25_5_0
17_18_3_1,8_25_5_0
17_18_4_0,8_25_6_2 + 8_25_6_0 + 8_25_6_1
17_18_4_1,8_25_6_0
17_18_4_2,8_25_6_1
17_18_5,8_25_7
17_18_10,8_25_12_0
17_19_3_0,8_26_5_1 + 8_26_5_0
17_19_3_1,8_26_5_0
17_19_9,8_26_11_0
17_19_10,8_26_12_0
17_19_11,8_26_13
17_20_4,8_27_6_0
17_20_5,8_27_7_0
17_20_6,8_27_8
17_21_3_0,8_28_5_0
17_21_5,8_28_7
17_22_2,8_29_4
17_22_3,8_29_5_0
17_22_4_0,8_29_6_2 + 8_29_6_0
17_22_4_1,8_29_6_1 + 8_29_6_0
17_22_4_2,8_29_6_0
17_22_5,8_29_7_0
17_22_8,8_29_10_0
17_22_9,8_29_11_0
17_22_10,8_29_12
17_23_3_0,8_30_5_1 + 8_30_5_0
17_23_3_1,8_30_5_0
17_23_4_0,8_30_6_1 + 8_30_6_0
17_23_4_1,8_30_6_0
17_23_5,8_30_7_0
17_23_6,8_30_8_0
17_23_7,8_30_9_0
17_23_8,8_30_10_0
17_23_9_0,8_30_11_0
17_23_9_1,8_30_11_1
17_23_10,8_30_12_0
17_23_11,8_30_13_0
17_24_4_0,8_31_6_1 + 8_31_6_0
17_24_4_1,8_31_6_0
17_24_5_0,8_31_7_1 + 8_31_7_0
17_24_5_1,8_31_7_0
17_24_6,8_31_8_0
17_24_10,8_31_12_0
17_24_11,8_31_13_0
17_25_3,8_32_5_0
17_25_4,8_32_6_0
17_25_5,8_32_7_0
17_25_7,8_32_9_0
17_25_8,8_32_10_0
17_25_9,8_32_11_0
17_25_10,8_32_12_0
17_25_12,8_32_14_0
17_25_13,8_32_15_0
17_26_6_0,8_33_8_1 + 8_33_8_0
17_26_6_1,8_33_8_0
17_26_7_0,8_33_9_1
17_26_7_1,8_33_9_0
17_26_8_0,8_33_10_1 + 8_33_10_0
17_26_8_1,8_33_10_0
17_26_9,8_33_11
17_26_14,8_33_16_0
17_27_13,8_34_15_0
17_27_14,8_34_16_0
17_27_15,8_34_17
17_28_8,8_35_10_0
17_28_9,8_35_11_0
17_28_10,8_35_12
17_29_3,8_36_5_0
17_29_4,8_36_6_0
17_29_5,8_36_7
17_29_6,8_36_8_0
17_29_7_0,8_36_9_1
17_29_7_1,8_36_9_0
17_29_8,8_36_10_0
17_29_9,8_36_11
17_30_2,8_37_4
17_30_3,8_37_5_0
17_30_4_0,8_37_6_0
17_30_4_1,8_37_6_1
17_30_6_0,8_37_8_1
17_30_6_1,8_37_8_0
17_30_7,8_37_9_0
17_30_8,8_37_10_0
17_30_9,8_37_11_0
17_30_10,8_37_12_0
17_30_12,8_37_14_0
17_30_13,8_37_15_0
17_30_14,8_37_16
17_31_3_0,8_38_5_1 + 8_38_5_0
17_31_3_1,8_38_5_0
17_31_5_0,8_38_7_1 + 8_38_7_0
17_31_5_1,8_38_7_0
17_31_7,8_38_9_0
17_31_8_0,8_38_10_1
17_31_8_1,8_38_10_0
17_31_9_0,8_38_11_0
17_31_9_1,8_38_11_1
17_31_10_0,8_38_12_0
17_31_10_1,8_38_12_1
17_31_11,8_38_13_0
17_31_12,8_38_14_0
17_31_13_0,8_38_15_0
17_31_13_1,8_38_15_1
17_31_14,8_38_16_0
17_31_15,8_38_17_0
17_32_4_0,8_39_6_2 + 8_39_6_0
17_32_4_1,8_39_6_0
17_32_4_2,8_39_6_1
17_32_5,8_39_7_0
17_32_6_0,8_39_8_1
17_32_6_1,8_39_8_0
17_32_7_0,8_39_9_1
17_32_7_1,8_39_9_0
17_32_8_0,8_39_10_1 + 8_39_10_0
17_32_8_1,8_39_10_0
17_32_9_0,8_39_11_1
17_32_9_1,8_39_11_0
17_32_10,8_39_12_0
17_32_14,8_39_16_0
17_32_15,8_39_17_0
17_33_3,8_40_5_0
17_33_4_0,8_40_6_0
17_33_4_1,8_40_6_1
17_33_5_0,8_40_7_0
17_33_5_1,8_40_7_2 + 8_40_7_0
17_33_5_2,8_40_7_1
17_33_6,8_40_8_0
17_33_7,8_40_9
17_33_11,8_40_13_0
17_33_12,8_40_14_0
17_33_13,8_40_15_0
17_33_14,8_40_16_0
17_33_16,8_40_18_0
17_33_17,8_40_19_0
17_34_4_0,8_41_6_0
17_34_4_1,8_41_6_1 + 8_41_6_0
17_34_6_0,8_41_8_1 + 8_41_8_0
17_34_6_1,8_41_8_0
17_34_8,8_41_10_0
17_34_9,8_41_11_0
17_34_10_0,8_41_12_1 + 8_41_12_0
17_34_10_1,8_41_12_0
17_34_11_0,8_41_13_1
17_34_11_1,8_41_13_0
17_34_12_0,8_41_14_1 + 8_41_14_0
17_34_12_1,8_41_14_0
17_34_13,8_41_15
17_34_18,8_41_20_0
17_35_5_0,8_42_7_1 + 8_42_7_0
17_35_5_1,8_42_7_2 + 8_42_7_1
17_35_5_2,8_42_7_0
17_35_6,8_42_8_0
